Complaint,OffenseDescription,Description,Attempted,CategoryCode,Borough,Location,PremiseType
287686300,PETIT LARCENY,LARCENY PETIT BY FALSE PROMISE,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
405825342,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
502988669,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
854631974,GRAND LARCENY OF MOTOR VEHICLE,LARCENY GRAND OF AUTO,COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,STREET
881320448,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
769328998,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,HOTEL/MOTEL
677101769,OTHER OFFENSES RELATED TO THEF,THEFT OF SERVICES  UNCLASSIFIE,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,HOTEL/MOTEL
782872345,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,COMMERCIAL BUILDING
696162375,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,HOTEL/MOTEL
157756668,OTHER OFFENSES RELATED TO THEF,THEFT OF SERVICES  UNCLASSIFIE,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
976869333,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,,STREET
688397231,OTHER OFFENSES RELATED TO THEF,THEFT OF SERVICES  UNCLASSIFIE,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
389301033,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,QUEENS,OPPOSITE OF,STREET
774507498,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
280493418,GRAND LARCENY OF MOTOR VEHICLE,LARCENY GRAND OF AUTO,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
205118980,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
189688398,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,OTHER
898263711,DANGEROUS WEAPONS,WEAPONS  POSSESSION  ETC,COMPLETED,MISDEMEANOR,BROOKLYN,,PARK/PLAYGROUND
354429688,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
384459656,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,OTHER
922615782,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
159987595,GRAND LARCENY,LARCENY GRAND FROM OPEN AREAS  UNATTENDED,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE-HOUSE
323593816,PETIT LARCENY,LARCENY PETIT OF VEHICLE ACCES,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE-HOUSE
498760154,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,GROCERY/BODEGA
451089805,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,,STREET
863692379,ROBBERY,ROBBERY CAR JACKING,ATTEMPTED,FELONY,QUEENS,,STREET
332540451,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,GROCERY/BODEGA
215352433,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,GROCERY/BODEGA
530803317,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,
928825980,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF CRIMINAL     UNCL 2ND,COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA
537632209,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,STREET
652258935,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
888799985,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
828773227,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE
987563167,GRAND LARCENY,LARCENY GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK,COMPLETED,FELONY,BROOKLYN,INSIDE,STORE UNCLASSIFIED
627888739,GRAND LARCENY OF MOTOR VEHICLE,LARCENY GRAND OF AUTO,COMPLETED,FELONY,QUEENS,,STREET
394894088,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF 4TH  GRAFFIT,COMPLETED,MISDEMEANOR,QUEENS,,TRANSIT - NYC SUBWAY
255087088,ROBBERY,ROBBERY PERSONAL ELECTRONIC DEVICE,COMPLETED,FELONY,QUEENS,,TRANSIT - NYC SUBWAY
519024468,OFFENSES AGAINST PUBLIC ADMINI,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
852737437,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
909196306,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
710202223,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
135931479,PETIT LARCENY,LARCENY PETIT OF VEHICLE ACCES,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
631302208,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
527192219,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,STREET
141155166,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
958775905,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,STREET
579560148,GRAND LARCENY OF MOTOR VEHICLE,LARCENY GRAND OF AUTO,COMPLETED,FELONY,QUEENS,,STREET
267149114,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF CRIMINAL     UNCL 2ND,COMPLETED,FELONY,BROOKLYN,INSIDE,
625547205,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
135123268,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
681800546,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
507822101,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE
184003653,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF CRIMINAL     UNCL 2ND,COMPLETED,FELONY,BROOKLYN,FRONT OF,JEWELRY
977303719,DANGEROUS DRUGS,CONTROLLED SUBSTANCE POSSESS.,COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING
568145990,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING
944678706,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
365032680,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
185859280,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
802908851,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
323552886,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING
762631437,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
895503705,GRAND LARCENY OF MOTOR VEHICLE,LARCENY GRAND OF AUTO,COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING
673161489,ROBBERY,ROBBERY COMMERCIAL UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,FRONT OF,CHAIN STORE
140073167,MISCELLANEOUS PENAL LAW,MARIJUANA  POSSESSION,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
990962625,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
516088576,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF CRIMINAL     UNCL 2ND,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
173592128,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE
998448733,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE
163260735,GRAND LARCENY,LARCENY GRAND BY IDENTITY THEFT-UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,INSIDE,BANK
139975604,ROBBERY,ROBBERY LICENSED FOR HIRE VEHICLE,COMPLETED,FELONY,BROOKLYN,,STREET
250875443,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,STREET
917728550,DANGEROUS DRUGS,CONTROLLED SUBSTANCE  POSSESSI,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
945714885,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
281151146,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,BROOKLYN,REAR OF,RESIDENCE-HOUSE
107750579,MISCELLANEOUS PENAL LAW,BRIBERY PUBLIC ADMINISTRATION,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
527560848,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
825795086,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
871718234,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,,STREET
935986463,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,QUEENS,,STREET
558270808,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,,STREET
158718378,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
120627276,OFF. AGNST PUB ORD SENSBLTY &,LEWDNESS PUBLIC,COMPLETED,MISDEMEANOR,BROOKLYN,,TRANSIT - NYC SUBWAY
634098732,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
309845596,FELONY ASSAULT,STRANGULATION 1ST,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
309497876,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
140354209,ROBBERY,ROBBERY NECKCHAIN/JEWELRY,COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA
222710405,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,DRUG STORE
744815839,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE-HOUSE
965287734,GRAND LARCENY,LARCENY GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
216406590,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
895974060,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
180784167,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,STORE UNCLASSIFIED
582964959,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
726760363,BURGLARY,BURGLARY TRUCK NIGHT,COMPLETED,FELONY,QUEENS,,STREET
206035645,FORGERY,FORGERY DRIVERS LICENSE,COMPLETED,FELONY,BROOKLYN,,STREET
546898897,GRAND LARCENY,LARCENY GRAND BY FALSE PROMISE-IN PERSON CONTACT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE
131420867,THEFT-FRAUD,FRAUD UNCLASSIFIED-FELONY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
806321264,ROBBERY,ROBBERY PERSONAL ELECTRONIC DEVICE,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
250107676,ROBBERY,ROBBERY DWELLING,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
772904805,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
245567005,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
438932038,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
643336260,DANGEROUS DRUGS,CONTROLLED SUBSTANCE INTENT TO,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
635588296,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE
640622517,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,CHAIN STORE
821984956,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
719512350,GRAND LARCENY,LARCENY GRAND BY ACQUIRING LOST CREDIT CARD,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
654154201,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
178485123,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
784166644,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
637307768,BURGLARY,BURGLARY UNKNOWN TIME,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
701676694,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,ATTEMPTED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE
847833439,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF CRIMINAL     UNCL 2ND,COMPLETED,FELONY,BROOKLYN,FRONT OF,FAST FOOD
755849796,GRAND LARCENY OF MOTOR VEHICLE,LARCENY GRAND OF AUTO,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
628332840,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
312601338,GRAND LARCENY,LARCENY GRAND BY ACQUIRING LOS,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
757203796,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
259860407,ROBBERY,ROBBERY OPEN AREA UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
812566490,ROBBERY,ROBBERY OPEN AREA UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,,STREET
746648883,FORGERY,FORGERY ETC. UNCLASSIFIED-FELO,COMPLETED,FELONY,BROOKLYN,,TRANSIT - NYC SUBWAY
609255320,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
467958759,GRAND LARCENY,LARCENY GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES,COMPLETED,FELONY,QUEENS,INSIDE,STREET
542207568,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
978080195,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,STREET
404006879,BURGLARY,BURGLARY COMMERCIAL NIGHT,COMPLETED,FELONY,BROOKLYN,INSIDE,CHAIN STORE
801106730,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,,RESIDENCE - APT. HOUSE
751394188,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
829220977,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,OTHER
400493826,FORGERY,FORGERY ETC. UNCLASSIFIED-FELO,COMPLETED,FELONY,BROOKLYN,INSIDE,OTHER
361375576,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
545339552,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
374541932,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,OTHER
235802856,MISCELLANEOUS PENAL LAW,BRIBERY PUBLIC ADMINISTRATION,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
800725108,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING
679937552,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,BOOK/CARD
193327407,OFFENSES AGAINST THE PERSON,IMPRISONMENT 2 UNLAWFUL,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
484621669,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,FAST FOOD
663764722,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,QUEENS,,STREET
724866091,VEHICLE AND TRAFFIC LAWS,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
536023082,DANGEROUS WEAPONS,WEAPONS  POSSESSION  ETC,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
356184292,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
623457801,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
479419360,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,STREET
651150869,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,INSIDE,RESTAURANT/DINER
747533524,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
659216755,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
964173435,GRAND LARCENY,LARCENY GRAND FROM PERSON UNCL,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
842390819,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
266976542,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE-HOUSE
865092101,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
207737456,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
582677529,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,OTHER
312034495,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,BEAUTY & NAIL SALON
739347884,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
257172618,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
264967653,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
876037302,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,STREET
170162384,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
961506748,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE
555368346,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE
157419440,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,SYNAGOGUE
537434629,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,SYNAGOGUE
143675636,THEFT-FRAUD,COMPUTER TAMPER/TRESSPASS,COMPLETED,FELONY,BROOKLYN,INSIDE,STORE UNCLASSIFIED
848233242,GRAND LARCENY,LARCENY GRAND FROM RESIDENCE  UNATTENDED,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
264511478,UNAUTHORIZED USE OF A VEHICLE,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
360233671,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE
743802262,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,PUBLIC SCHOOL
381126762,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,OTHER
445704670,PETIT LARCENY,LARCENY PETIT BY FALSE PROMISE,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
873278433,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
914748534,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,PARKING LOT/GARAGE (PUBLIC)
532350334,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,COMMERCIAL BUILDING
216554329,FELONY ASSAULT,ASSAULT 2 1 PEACE OFFICER,COMPLETED,FELONY,BROOKLYN,,STREET
605529961,FELONY ASSAULT,ASSAULT 2 1 PEACE OFFICER,COMPLETED,FELONY,BROOKLYN,,STREET
716302522,INTOXICATED & IMPAIRED DRIVING,INTOXICATED DRIVING ALCOHOL,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
809064986,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE
896164818,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
