Complaint,OffenseDescription,Description,Attempted,CategoryCode,Borough,Location,PremiseType
190860236,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,GYM/FITNESS FACILITY
446721346,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
817638960,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
122519141,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,OTHER
149925823,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,COMMERCIAL BUILDING
374169601,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,COMMERCIAL BUILDING
464622074,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
189244545,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE
308905919,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
979898411,DANGEROUS WEAPONS,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
347020854,THEFT-FRAUD,FRAUD UNCLASSIFIED-FELONY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
572731582,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
941707411,FORGERY,FORGERY ETC. UNCLASSIFIED-FELO,COMPLETED,FELONY,QUEENS,,STREET
214522457,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
582385681,OFFENSES AGAINST PUBLIC ADMINI,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
907328457,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
544763624,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
241185126,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
225658318,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
510314916,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,OPEN AREAS (OPEN LOTS)
910897173,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
718986561,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
476947764,DANGEROUS WEAPONS,WEAPONS POSSESSION 3,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE
899576954,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
948011400,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,QUEENS,,STREET
182828038,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
428615738,ROBBERY,ROBBERY RESIDENTIAL COMMON AREA,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
656257723,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
771826626,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
727228986,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
518008317,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
129733933,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE
420956606,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE
412264602,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,,STREET
907561883,VEHICLE AND TRAFFIC LAWS,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
501546905,VEHICLE AND TRAFFIC LAWS,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
680711200,BURGLARY,BURGLARY COMMERCIAL NIGHT,COMPLETED,FELONY,BROOKLYN,INSIDE,OTHER
393271971,DANGEROUS WEAPONS,WEAPONS  POSSESSION  ETC,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
195320968,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
214972730,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
432656332,DANGEROUS DRUGS,CONTROLLED SUBSTANCE  POSSESSI,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
476341754,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
578883224,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,COMMERCIAL BUILDING
346633913,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,OTHER
186049939,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,FRONT OF,OTHER
572653647,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,OTHER
562331522,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
838402613,GRAND LARCENY,LARCENY GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED,COMPLETED,FELONY,BROOKLYN,INSIDE,DRY CLEANER/LAUNDRY
687095352,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
351629229,OFFENSES AGAINST THE PERSON,RECKLESS ENDANGERMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
189371537,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
754958615,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
573614408,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
765121619,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
313421068,ADMINISTRATIVE CODE,ADM.CODE UNCLASSIFIED MISDEMEA,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
333697360,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
919874819,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,OTHER
394554201,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
553185505,ROBBERY,ROBBERY PERSONAL ELECTRONIC DEVICE,COMPLETED,FELONY,BROOKLYN,,STREET
811235315,PETIT LARCENY,LARCENY PETIT BY DISHONEST EMP,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET
701767557,BURGLARY,BURGLARY TRUCK NIGHT,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
459185310,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
597404061,OFF. AGNST PUB ORD SENSBLTY &,FALSE REPORT UNCLASSIFIED,COMPLETED,MISDEMEANOR,QUEENS,,STREET
103073023,DANGEROUS DRUGS,CONTROLLED SUBSTANCE  POSSESSI,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
988196445,VEHICLE AND TRAFFIC LAWS,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
506241428,ROBBERY,ROBBERY POCKETBOOK/CARRIED BAG,ATTEMPTED,FELONY,BROOKLYN,,STREET
651386594,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF CRIMINAL     UNCL 2ND,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESTAURANT/DINER
320211720,GRAND LARCENY,LARCENY GRAND FROM PERSON PERSONAL ELECTRONIC DEVICE(SNATCH),COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
525950032,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
961777736,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
437831772,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
260536916,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
719640170,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE
242035615,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,,STREET
449084658,PETIT LARCENY,LARCENY PETIT FROM STORE-SHOPL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,BEAUTY & NAIL SALON
149493676,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
508353970,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
487342532,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
182673169,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
973918011,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
498018975,PETIT LARCENY,LARCENY PETIT FROM BUILDING UN,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
388892019,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,STREET
584184094,FORGERY,FORGERY ETC. UNCLASSIFIED-FELO,COMPLETED,FELONY,QUEENS,,STREET
535824357,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,STREET
484519327,BURGLARY,BURGLARY RESIDENCE NIGHT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
551271430,FELONY ASSAULT,ASSAULT 2 1 PEACE OFFICER,COMPLETED,FELONY,BROOKLYN,INSIDE,OTHER
144961766,POSSESSION OF STOLEN PROPERTY,STOLEN PROPERTY 3 POSSESSION,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,HOSPITAL
393828136,DANGEROUS WEAPONS,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,QUEENS,FRONT OF,RESIDENCE-HOUSE
900281270,POSSESSION OF STOLEN PROPERTY,STOLEN PROPERTY 2 1 POSSESSION,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
303715013,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
135787426,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
244744495,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
465451680,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
483011801,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
686988638,VEHICLE AND TRAFFIC LAWS,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,QUEENS,,STREET
381935397,GRAND LARCENY,LARCENY GRAND FROM VEHICLE/MOTORCYCLE,COMPLETED,FELONY,QUEENS,FRONT OF,STREET
111458901,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF CRIMINAL     UNCL 2ND,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
159948858,FORGERY,FORGERY ETC. UNCLASSIFIED-FELO,COMPLETED,FELONY,BROOKLYN,,GROCERY/BODEGA
802953634,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
348531674,GRAND LARCENY,LARCENY GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
593383772,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
315101187,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
193736635,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
467900831,GRAND LARCENY,LARCENY GRAND BY IDENTITY THEFT-UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
560133468,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
100792531,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
299546256,GRAND LARCENY,LARCENY GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION,COMPLETED,FELONY,QUEENS,INSIDE,COMMERCIAL BUILDING
859329981,GRAND LARCENY,LARCENY GRAND FROM PERSON PERSONAL ELECTRONIC DEVICE(SNATCH),COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
923565643,BURGLARY,BURGLARY RESIDENCE DAY,ATTEMPTED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE
122647196,GRAND LARCENY,LARCENY GRAND BY OPEN CREDIT CARD (NEW ACCT),COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
390203824,GRAND LARCENY,LARCENY GRAND BY OPEN/COMPROMISE CELL PHONE ACCT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE
142455879,ROBBERY,ROBBERY NECKCHAIN/JEWELRY,COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET
722669851,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,OTHER
313798363,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE
585414388,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
362398511,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
260438822,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
426157232,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
623200663,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
365661343,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,ATTEMPTED,FELONY,BROOKLYN,FRONT OF,DRUG STORE
608982055,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
700784344,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
164864750,BURGLARY,BURGLARY RESIDENCE DAY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
261651796,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
108529345,BURGLARY,BURGLARY RESIDENCE DAY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESTAURANT/DINER
873859432,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
365456559,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
132183651,CRIMINAL TRESPASS,TRESPASS 2  CRIMINAL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE
352815821,VEHICLE AND TRAFFIC LAWS,TRAFFIC UNCLASSIFIED MISDEMEAN,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
561088023,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF 4TH  GRAFFIT,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,GROCERY/BODEGA
558937188,CRIMINAL TRESPASS,TRESPASS 2  CRIMINAL,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
763518335,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
623868804,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
923153258,FELONY ASSAULT,STRANGULATION 1ST,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
611856394,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,QUEENS,REAR OF,OTHER
230890183,MISCELLANEOUS PENAL LAW,MENACING 1ST DEGREE (VICT NOT,COMPLETED,FELONY,QUEENS,INSIDE,SMALL MERCHANT
938334693,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF UNCLASSIFIED 4,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
455140115,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
647216831,ROBBERY,ROBBERY BODEGA/CONVENIENCE STORE,COMPLETED,FELONY,QUEENS,INSIDE,CANDY STORE
241163438,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE
686230939,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
238168015,DANGEROUS DRUGS,CONTROLLED SUBSTANCE  POSSESSI,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
934483717,ARSON,ARSON 2 3 4,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
555143439,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,QUEENS,,STREET
105782314,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,,STREET
717146963,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,,STREET
400366676,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,,STREET
324041569,DANGEROUS DRUGS,MARIJUANA  POSSESSION 4 & 5,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
386860903,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
196844119,ROBBERY,ROBBERY CAR JACKING,COMPLETED,FELONY,QUEENS,OPPOSITE OF,STREET
414406780,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE
581281772,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
955034109,OFFENSES AGAINST PUBLIC ADMINI,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
923415427,VEHICLE AND TRAFFIC LAWS,TRAFFIC UNCLASSIFIED MISDEMEAN,COMPLETED,MISDEMEANOR,QUEENS,,STREET
492875197,HARRASSMENT 2,HARASSMENT SUBD 1 CIVILIAN,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
975797453,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,STREET
726348615,THEFT-FRAUD,FRAUD UNCLASSIFIED-FELONY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE
145771544,HARRASSMENT 2,HARASSMENT SUBD 3 4 5,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE
954630969,PETIT LARCENY,LARCENY PETIT OF VEHICLE ACCES,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
554289382,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
584830951,ROBBERY,ROBBERY DWELLING,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
814966061,FELONY ASSAULT,ASSAULT 2 1 UNCLASSIFIED,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
662121055,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET
312471512,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,QUEENS,REAR OF,PARKING LOT/GARAGE (PRIVATE)
356791333,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
959390320,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 4  OF MOTOR,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
375055356,PETIT LARCENY,LARCENY PETIT FROM AUTO,COMPLETED,MISDEMEANOR,QUEENS,,STREET
545177006,CRIMINAL MISCHIEF & RELATED OF,MISCHIEF  CRIMINAL 3 & 2  OF M,COMPLETED,FELONY,BROOKLYN,REAR OF,OPEN AREAS (OPEN LOTS)
631717088,PETIT LARCENY,LARCENY PETIT FROM OPEN AREAS ,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE-HOUSE
547513156,UNAUTHORIZED USE OF A VEHICLE,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET
855253592,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MISCHIEF 4TH  GRAFFIT,COMPLETED,MISDEMEANOR,QUEENS,,BRIDGE
422124373,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
732397330,ASSAULT 3 & RELATED OFFENSES,MENACING UNCLASSIFIED,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE
952744933,ROBBERY,ROBBERY RESIDENTIAL COMMON AREA,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
265513513,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
618447878,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
925435012,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING
